utterance	label_0	label_1	label_2
누가 자꾸 내 탓이라고 말하는 것 같아	10	80	10
오래 못 자고 눈을 뜨게 돼	10	10	80
가진 거 다 잃고 외로워요	20	70	10
몸 아픈것도 서러운데 정신병까지 생긴것 같아서 너무 힘들어.	20	10	70
다시 마음이 우울해요.	10	20	70
남자가 40kg이면…말 다 한거죠.	10	10	80
오빠 때문에 불면이 시작된 것 같아	10	10	80
정신이 흩어지는 거 같아요	5	5	90
진짜 계속 자신감이 뚝뚝 떨어지는 것 같아요.	20	10	70
근데 의사가 만성적인 우울감이 있으면 이럴 수도 있다는 거야.	20	10	70
입덧 때문에 무기력해졌어	20	10	70
허망해서 많이 우는데 태아에게 많이 안 좋을지 걱정 돼	90	5	5
유산하고 부터 사람들이 나를 비난하는 느낌이 들었어	5	90	5
우울해서 먹고 싶은 걸까.	10	20	70
개 답답하고 만사가 귀찮아서 아무것도 못하겠어	70	20	10
가족들도 나를 얕잡아보고 무시하는데 내가 어떻게 사람답게 살겠어?	10	70	20
마음이 아프고 죄의식 때문에 힘들어	10	80	10
출산하고 나서 우울증이 시작됐던 거 같아요.	20	10	70
너무 쓸쓸하고 고독해서 눈물이 날 것 같았어요	10	80	10
모두 저를 비웃는 것 같아서 아무도 만나고 싶지 않아요.	20	70	10
병원에 가면 의사 선생님도 나를 천시하는 것 같아.	20	70	10
때리면 때릴수록 우는데 더 화가 났어.	70	10	20
배가 고파서 꼬르륵 소리가 나도 막 입에 대고 싶지는 않아.	10	10	80
지금 당장 죽어버릴거야	10	70	20
그래도 마시는 건 괜찮아서 내도록 커피만 마셨어요.	20	10	70
폭발하듯이 화를 내다가도 너무 허무해서 미쳐버릴 것 같은 거야	80	10	10
그 인간들이 벌 받았으면 좋겠어요.	80	10	10
그러다 보니까 아무 것도 잘할 자신이 없어요.	10	10	80
밥을 잘 안 먹고 있어요.	5	5	90
얼만큼을 자도 전혀 개운하질 않으니까 괴로워	10	20	70
평생 패배감가지고 살까 봐 겁나요	5	90	5
그런데 요즘 다시 또 살이 찌고 있어요.	20	10	70
일이 바쁠 때면 항상 조금밖에 못 자	10	20	70
시어머니때문에 살기가 싫어	10	70	20
현재는 170에 45kg이야. 많이 먹어서 이정도 유지되는 것 같아.	10	20	70
잘 안 될거야.. 내가 뭘 할 수 있겠어..	10	20	70
왜 내 인생만 이렇게 시궁창일까.	10	10	80
속이 너무 더부룩하다	10	20	70
시댁만 가면 식욕도 떨어지고 아무 것도 하기 싫어	5	5	90
취미생활을 하면 없던 의욕이 생길 것 같니	5	5	90
쉽게 피로해지고 계속 눕고 싶어	80	10	10
속에서 불이 막 생기는 것 같고 분노가 치미는 것 같아요	10	70	20
이젠 아빠 목소리도 듣기 싫어..정말 죽이고 싶어.	70	10	20
체중이 거의 두 배가 돼서 미치겠어	10	10	80
매번 중도에 포기하니까 몸에 힘도 안 들어가..	10	80	10
신랑이랑 같이 잘 때는 많이 자도 몸이 무겁기만 해요	10	10	80
높은 곳에 올라가면 떨어지고 싶어.	10	80	10
입맛이 싹 없어진 기분이야	10	10	80
이게 꼼꼼한 거긴 한데 자꾸 이러니까 하루종일 너무 피곤해서 힘들어요.	10	20	70
아무리 애써도 달라지는게 없으니까 그냥 포기하게 돼	10	80	10
외로움에 사무치는 것 같아	10	80	10
최근 들어서 신경질을 자주 부리는 거 같아	70	10	20
그래서 막 남자친구도 미워지려고 하고 그래요.	70	10	20
열정도 전부 사라진 것 같고 그냥 일하는 게 영 안 맞는 것만 같아	80	10	10
요즘 아무것도 못 할 거 같은 기분이 심해서 미칠 거 같아	10	20	70
부모님 사업 망하고 피해의식이 생긴것 같아	80	10	10
밖에도 못 나가니까 너무 적적해	5	90	5
요즘엔 어디 나가기가 귀찮아.	10	10	80
대화가 안 통해서 우울한 것 같아	90	5	5
내 인생 너무 비참하게 느껴진다	10	80	10
한나절 청소하고, 빨래하고… 집안일을 다 하고 나면 할 일이 없어서 기분이 가라앉아.	20	10	70
울적해서 뭘 해도 즐겁지 않아	10	20	70
무기력하다…	10	20	70
지치고 기분은 오락가락하고 왜 이렇게 우울한지..	70	10	20
아무것도 아닌 인간이 덜컥 아기를 가진것 같아서 마음이 괴로워	80	10	10
살이 너무 쪄서 앉아 있기도 버겁다	5	5	90
어렵지 않게 순산하는 사람들만 보면 괜히 속상하고 패배감이 생겨	5	90	5
모든 일이 나 때문에 악화된 거 같아	70	20	10
유산될까 봐 잠이 안 와요	5	5	90
진짜 그거 보는데 속에서 열불이 터졌어요.	80	10	10
나 혼자서 병원에 가서 대기하고 있으면 너무 초조하고 몸도 무거워	10	10	80
시댁에 대한 불만도 쌓이고 자꾸 싫어져	10	20	70
능력 있는 남자와 결혼한 친구들보면 열등감인지 패배감인지 자격지심이 생겨요	10	70	20
화가 나서 찾아가봤는데 노부부가 살고 계시더라구요.	70	10	20
그래서 집에 오면 아무것도 하기 싫고 무기력해요.	10	10	80
시험에 한번 떨어지고부터 자신감도 없어지고…	5	5	90
친구들이랑 수다 떨고 놀면서 하면 우울했던 게 다시 괜찮아지더라.	10	20	70
나한테 냉소적이게 대하는 이유를 모르겠어.	20	70	10
남편이 바람 피우는걸 알고 나서 나 자산이 하찮게 느껴졌어.	5	90	5
신랑때문에 먹는 양이 작아졌어요	10	10	80
면접 보러 오라고 연락와도 마냥 반갑지도 않고 부담스러워	10	10	80
병원에만 있으니까 과체중 된 것 같아	10	20	70
아무것도 하기 싫더라.	10	20	70
그냥 아무 일 없어도 속상해요	10	20	70
그거라도 없었으면 정말 이미 자살했을 지도 몰라.	5	90	5
그때부터 우울했던 것 같아요.	10	20	70
뭘 먹어도 다 맛이 없고… 근데 또 살은 다시 슬슬 찌니까 스트레스 받고…	20	10	70
남편을 죽여버리고 싶었어요.	70	20	10
틱장애로 오해받고 나서 자신감이 더 떨어진 기분이야.	20	10	70
몸이 너무 처져서 죽을 맛이야	10	10	80
너무 낙담했고 정말 괴로웠어	10	80	10
혼자는 싫고, 함께 죽고 싶었어.	5	90	5
단 음식 못 먹으니까 정신이 몽롱해져	90	5	5
이유도 없는데 자도 계속 피곤해	20	10	70
뭔가 욕 먹을 거 같아서 대중교통도 못 타겠어	90	5	5
임신 우울증인지 모든 게 재미없어	70	20	10
하루에 밥을 겨우 한 숟가락씩 먹는 거 같아요.	20	10	70
식욕이 많이 떨어졌어.	5	5	90
첫째 때문에 자괴감 생긴다 정말	10	20	70
집 밖으로 나가면 낭떠러지로 가는 느낌이에요	20	10	70
밤만 되며 분노가 차올라	70	10	20
슬럼프 심하게 와서 친구들이 만나자고 해도 다 피해	10	20	70
요즘 그냥 무기력해	10	10	80
커피 마신 것도 아닌데 잠이 안 오고 우울해져 	10	10	80
혼자 자게 되면 몇 시간을 자도 피곤해 죽겠어요	5	5	90
작은 일에도 화내게 되고.	90	5	5
직장 복귀할 수 있을까 싶어서 답답해	70	20	10
계속 자다 깨다 하니까 더 우울해져	10	10	80
솔직히 인생이 무미건조해요.	10	10	80
정말로 앞날에 대한 불안이 커지기만 하고 울적해지는 것 같아요	10	10	80
오빠도 내 편이 아니라고 생각하니까 모든 게 허망하다	90	5	5
목 매달고 싶어	10	80	10
개판 치고 다니는 거 보면 다 죽여버리고 싶고…	70	20	10
업무를 해내는 게 너무 힘들고 자괴감 느껴	10	10	80
2~3년 전부터 남자들에게 화를 내.	80	10	10
기존의 생활을 할 수가 없어졌다는 걸 인지하자 우울해졌어…	10	20	70
기분이 나빠지면 극단으로 치닫는 느낌이에요.	10	10	80
입원해 있으니까 수면 장애가 더 심해진 것 같아	5	5	90
이젠 좀 괜찮다 생각했는데 요즘 이런저런 생각 때문에 힘드네요.	70	20	10
검사 결과가 안 좋게 나올까봐 초조한 기분이 들고 몸도 묵직해	20	10	70
밖에 나가는 게 너무 힘들어서 집에만 있어.	10	10	80
넓은 곳에서 자면 오히려 잠을 깊게 못 자	10	20	70
자존감 낮아서 정말 죽고 싶다	20	70	10
나는 더 이상 인간으로 살 수가 없는 건가?	10	20	70
몸이 처지니까 일에 집중이 하나도 안 돼	20	10	70
별 일 없는데도 우울한 기분이 계속 돼	80	10	10
나도 내가 갑자기 이상해진 것만 같아….	10	20	70
너무 심하게 정신이 나가 있어서 약 먹는 것도 까먹어	80	10	10
꿀꿀해서 안 먹고 싶은데 먹으라고 강요하는 것 같아서 스트레스임	10	20	70
신랑이 있어도 미혼모라고 생각해	10	80	10
사건 사고 이야기 들으면 힘이 쑥 빠지는 거 같아	10	10	80
집중력이 떨어지는 느낌?	10	20	70
모든게 남편 때문인 것 같아요.	70	20	10
자꾸 패배감이 들어서 아무것도 못하게 될까 봐 걱정이야.	10	80	10
애들 학교 보내고 나면 바로 기절	10	10	80
피자 냄새를 맡아도 아무 생각이 안 들어.	5	5	90
며칠 째 죄인이 된 느낌 때문에 시달리고 있어	5	90	5
직장 잘 다니는 친구들보면 졌다는 생각이 들어	20	70	10
유산하고 나 자산이 뭣도 아닌 사람이 된 것 같았어.	20	70	10
자꾸 답답하고 허망해	70	10	20
너무 잠이 안 오니까 미쳐가는 것 같아	20	10	70
남편 사업 망한 것 때문에 너무 절망적인 것 같아요	10	80	10
원했던 아이 성별이 아니라서 허망했어	70	20	10
정신적으로 힘들고 삶의 의욕까지 없어지는 것만 같아	80	10	10
몇 달 간 밥을 제대로 못 먹었어요.	10	20	70
슬럼프 때문에 집안일 하나도 안 하고 있어	10	10	80
나 혼자 버려진 기분이고, 아무도 나를 찾지 않을 것 같아요.	5	90	5
그냥 전부 포기하고 죽어버리면 편할 것 같아.	20	70	10
왜 병원에 있으면 더 몸이 처지는 거 같지	5	5	90
회사에서 부당한 대우를 받는것 같아서 너무 힘들어	90	5	5
하루 종일 몸도 무겁고 어디 나가지도 못하니까 진짜 암울해	70	20	10
그 얄미운 년만 생각하면 잠을 못 자	20	70	10
속상해서 소리 내고 울었어요	10	10	80
오빠 때문에 침울해	70	10	20
애 걱정하느라 자도 자도 전혀 안 개운해	10	10	80
불 같이 화를 내다가도 왜 이렇게 살아야 하나 그런 생각이 들어	70	20	10
우울하면 10키로 넘게 빠진 적도 있고.	5	5	90
혼란스러워서 살아도 사는 거 같지가 않아	80	10	10
폭식으로 스트레스를 풀었어요. 토하진 않았어요.	10	20	70
멘탈이 너덜거리는 것 같아요	70	20	10
배가 터질 정도로 막 먹어	10	10	80
아이 가지고 나서 우울해	70	10	20
병원에서 대기하고 있을 때 너무 답답해	70	20	10
하루에 한 5~6잔 정도? 속은 안 쓰리더라고요.	10	20	70
내가 우리 가족 관계를 망치고 있어	70	20	10
삶이 너무 고통스러워요	70	10	20
나만 어디 버려져 있는 느낌이에요.	5	90	5
맨날 점심시간 지나서 일어나	20	10	70
엄마가 나를 징그럽다고 말할 때는 죽고 싶었어.	5	90	5
너무 성질이 예민해져서 불같이 화를 내게 돼	5	90	5
언제 다시 죽을까 이생각뿐이었어.	20	70	10
부모님까지 빈정대는 느낌이 들어서 정말 혼자 어디론가 숨어버리고 싶어.	10	80	10
기분 나쁜 일이 생기면 못 참고 욱해요.	90	5	5
하루종일 멍해요	90	5	5
어쩔때는 누가 불러도 모를 정도로 얼이 빠져있던 적이 있어요.	5	5	90
제일 화나는 건 그거에 투자금이랍시고 돈을 이미 넣었다는 거야.	90	5	5
근데 계속 이러니까 자존감이 엄청 떨어졌어.	10	80	10
동네북처럼 대하니까 너무 절망스럽고 애통해	10	70	20
나도 이제 엄마인데 이렇게 나빠도 괜찮은 걸까	5	90	5
목이 까끌하니까 아무것도 먹기 싫어	20	10	70
사람들이 시체같다고…제발 좀 먹으라고 하는데…	10	20	70
결혼도 하기 전에 아기를 가졌다고 빈정거리는 것 같았어.	5	90	5
너무 기력이 없어서 보양식이라도 먹어야 하나 싶어	20	10	70
자살해야겠다	20	70	10
휴직계 내기 직전인데 슬럼프 심하게 왔어	20	10	70
너무 힘들었거든.	10	20	70
티브이를 너무 많이 봐서 이제 그만 보려고 해도 딱히 할 게 없어	70	20	10
어제 늦게 잤더니 몸이 처져	5	5	90
자꾸 작아지는 것 같아서 살고 싶지가 않을 때도 있어	10	70	20
술 마신 상태에서 옥상까지 올라가서… 자살을 하려고…	10	80	10
꼭 안 좋은 일이 벌어질 거 같은 느낌	10	10	80
매일 막 침울해지는 건 아닌데 가끔씩 그래	80	10	10
언제 이렇게 살이 많이 쪘을까?	10	20	70
유일한 희망인 아기를 유산하고 사는게 절망적이게 느껴졌어	5	5	90
아예 죽고 싶었던 것 같기도 해. 20알을 한꺼번에 먹었으니.	5	90	5
죽고싶을때도 많았어.	5	90	5
인생이 절망적이라 아기에 대한 모성애도 안 생기는것 같아	5	90	5
기형아 검사 결과가 안 좋아서 힘 빠져	10	20	70
와인을 세잔 이나 마셔서 아기한테 자꾸 미안해지는 것 같아요	10	70	20
매일 아침 눈 뜨는 게 참담해	10	80	10
세상이 너무 밉고 엄마도 밉고 다 미웠어요.	70	20	10
예쁜 처녀들 지나다닐 때 보면 마음이 답답하고 패배감이 들어	10	70	20
사람만 만나면 가만히 못 있겠어서 미치겠어	20	10	70
임신도 원해서 한 게 아니니까 화가 안 나는 게 이상하지	10	10	80
고등학교때는 정말 많이 힘들었어.	20	10	70
식사 양이 줄어서 눈물 나	20	10	70
남편이 자꾸 화내니까 내가 죄인처럼 느껴져	5	90	5
입맛도 없어요. 밥 먹기 싫고.	10	10	80
마음이 갈기갈기 찢어져서 도무지 나을 방법이 없어요.	20	10	70
스트레스 받아서 폭식해버린다	5	5	90
애들 성적이 조금이라도 떨어지면 불같이 화를 냈어.	70	10	20
계속 우울증에 시달리니까.	10	10	80
오후나 돼야 일어나는 거 같아	5	5	90
애 가지고 나서 왜 이렇게 힘이 빠지는지 모르겠네	5	5	90
근데 저는 그런 엄마가 더 원망스러워요.	90	5	5
안사람이 잔소리를 하면 화부터 나요.	70	10	20
심하게 예민해졌어	20	10	70
몸이 힘든데 희망은 무슨.	10	10	80
야근하느라 비만이 돼버렸네	5	5	90
내가 여태 쌓은 걸 다 잃은 거 같고 외로워	20	70	10
제왕절계 해야 한다는 생각이 진짜 너무 슬프다	10	20	70
가족들이 저한테 대하는 행동이나 말들이 저를 너무 화나게해요.	70	20	10
유일한 해결책은 자살이야.	20	70	10
불안할 때 마다 먹는 걸로 풀었거든.	5	5	90
아주 나쁜 일 일어날 거 같은 느낌 있잖아	10	10	80
임신하고 회사에서 반응이 너무 냉소적이야	10	80	10
몽롱한 세계로 깊숙이 입수하는 것 같아.	10	20	70
밤에 더 자괴감이 밀려와	10	10	80
작은 일도 그냥 넘기지 못하겠어	10	80	10
모든 사람들이 나한테만 차갑게 대해	10	80	10
미래를 생각하면 모든 게 슬프고 허무한 것 같아	80	10	10
속이 부글부글 끓어요.	70	10	20
2년전부터 많이 우울했어요.	20	10	70
꺼림칙해서 상종도 안 하게 됐어	20	10	70
먹는 양이 준 이유를 알 수가 없어요	5	5	90
진짜 속상하잖아	10	10	80
고등학생 때도 힘들었는데 대학 와서도 계속 힘든 것 같아.	10	20	70
몸무게가 늘었는데도 자꾸만 먹게 되네	20	10	70
여친은 부산에 남고 저는 서울로 올라왔는데 그러면서 더 힘들어진 것 같아요.	5	5	90
이런 생각만 계속 들어서 자꾸 정말 우울해져.	5	5	90
시댁문제로 싸워야 할 것 같아	70	20	10
쇼핑하는 거 좋아했는데 지금은 옷 사는 거에도 아무 관심이 안 생겨	70	20	10
나도 내가 너무 조금 먹는다고 생각해	20	10	70
눈이 막 뒤집히는 거야	20	70	10
분하고 허무한데 왜 이러는지 모르겠어	70	10	20
급 설움이 몰려와서 주체가 안 돼	5	5	90
나 진짜 내일 학교 못 갈 것 같아. 죽고 싶어. 죽을래, 그냥.	20	70	10
요즘 그래서 하루하루가 너무 우울하지.	10	20	70
